;Philosophers problem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5 Philosophers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Running by 2s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Using Semaphore;;;;;;;;;;;;;Using Synchronized;;;;;;;;;;;;;Using Lock and Condition;;;;;;;;;;;;;;;;;;;
; Average executions;;;;;;Standard deviation;;;;;;;Average executions;;;;;;Standard deviation;;;;;;;Average executions;;;;;;Standard deviation;;;;;;;;;;;;
;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Thread;ThreadPool;HaMeR;Coroutines;
;;806;734.4;731.4;1127.8;;;38.7;13.2;10.2;20.4;;;;1182.8;1025.8;1011.4;8497.4;;;20.1;17.7;18.6;3740.3;;;;789.8;672.4;671.6;808;;;24.8;20.8;21.7;23.8;;;Semáforos;0.017063543;0.030693889;0.02328786;0.023083459;
;Median;260.75;256.25;257.15;391;;Median;11.8;11.75;9.8;13.45;;;Median;413.6;364.85;349.15;4201.65;;Median;15;11.65;10.4;1176.45;;;Median;249.15;244;219.25;304.7;;Median;9.65;9.65;7.65;9.35;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; Min;;;;;;Max;;;;;;;Min;;;;;;Max;;;;;;;Min;;;;;;Max;;;;;;;;;;;;
;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;;;;;
;;248;252;233;378;;;287;276;282;414;;;;410;341;327;672;;;461;373;397;6309;;;;227;227;206;304;;;265;271;244;340;;;;;;;;
;;235;242;251;371;;;287;296;278;412;;;;404;328;351;652;;;432;392;378;5285;;;;225;226;208;303;;;262;269;234;331;;;;;;;;
;;256;238;237;376;;;285;287;284;423;;;;390;357;342;586;;;439;389;367;5644;;;;230;221;209;305;;;266;259;234;349;;;;;;;;
;;246;229;244;380;;;275;280;286;424;;;;391;353;340;595;;;426;391;392;5022;;;;248;228;195;295;;;280;256;229;330;;;;;;;;
;;232;239;242;380;;;281;285;271;430;;;;400;351;326;637;;;439;382;361;5339;;;;236;208;199;297;;;265;236;234;332;;;;;;;;
;;241;243;237;366;;;295;272;266;416;;;;404;343;335;567;;;468;392;367;5457;;;;237;215;208;284;;;258;241;234;322;;;;;;;;
;;250;230;239;343;;;284;280;280;406;;;;383;332;334;611;;;438;381;356;5189;;;;234;236;208;287;;;263;265;232;335;;;;;;;;
;;252;221;245;355;;;283;263;273;393;;;;381;352;332;525;;;437;393;368;4899;;;;236;227;208;280;;;267;255;229;310;;;;;;;;
;;239;239;215;351;;;283;276;249;379;;;;399;361;319;544;;;436;383;368;4876;;;;240;235;203;284;;;273;263;230;312;;;;;;;;
;;251;226;238;345;;;293;257;252;382;;;;389;341;332;505;;;437;386;362;4620;;;;232;230;196;280;;;275;261;221;309;;;;;;;;
;Median;247;238.5;238.5;368.5;;Median;284.5;278;275.5;413;;;Median;395;347;333;590.5;;Median;437.5;387.5;367.5;5237;;;Median;235;227;207;291;;Median;265.5;260;233;330.5;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51 Philosophers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Running by 2s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Using Semaphore;;;;;;;;;;;;;Using Synchronized;;;;;;;;;;;;;Using Lock and Condition;;;;;;;;;;;;;;;;;;;
; Average executions;;;;;;Standard deviation;;;;;;;Average executions;;;;;;Standard deviation;;;;;;;Average executions;;;;;;Standard deviation;;;;;;;;;;;;
;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;Threads;ThreadPool;HaMeR framework;Kotlin coroutines;;;;Thread;ThreadPool;HaMeR;Coroutines;
;;72.1;70.2;66.8;96.9;;;13.7;12.8;10.3;15.5;;;;97;85.8;91.4;1114;;;18.5;10.9;11.3;220.2;;;;62.4;57.7;49.9;67.6;;;13.3;9.7;8.1;18.7;;;Semáforos;0.180494905;0.181605612;0.155487805;0.186563021;
;;71.3;62.8;65.6;99.9;;;10.4;10.3;10.3;13.1;;;;93.8;91.8;88.5;1117.9;;;12.8;14.4;10.6;248.8;;;;63.8;58.7;50.7;67.4;;;15.1;32.1;6.8;17;;;Synchronized;0.154063205;0.153623188;0.139825218;0.220651747;
